label,content
1, livesey solntze.wpd.sgi.com jon livesey subject re morality was re political atheists in article 1ql5sninn4vm gap.caltech.edu keith cco.caltech.edu keith allan schneider writes livesey solntze.wpd.sgi.com jon livesey writes so you are saying that it is n't possible for an instinctive act to be moral one i like to think that many things are possible explain to me how instinctive acts can be moral acts and i am happy to listen for example if it were instinctive not to murder ... then not murdering would have no moral significance since there would be nothing voluntary about it that is in order for an act to be an act of morality the person must consider the immoral action but then disregard it weaker than that there must be the possibility that the organism it 's not just people we are talking about can consider alternatives so only intelligent beings can be moral even if the bahavior of other beings mimics theirs you are starting to get the point mimicry is not necessarily the same as the action being imitated a parrot saying `` pretty polly '' is n't necessarily commenting on the pulchritude of polly and how much emphasis do you place on intelligence see above animals of the same species could kill each other arbitarily but they do n't they do i and other posters have given you many examples of exactly this but you seem to have a very short memory are you trying to say that this is n't an act of morality because most animals are n't intelligent enough to think like we do i 'm saying '' there must be the possibility that the organism it 's not just people we are talking about can consider alternatives '' it 's right there in the posting you are replying to jon
1, dpw sei.cmu.edu david wood new in this version challenge plus an addendum summarizing charley 's responses to-date .. -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- this is a posting made periodically in an attempt to encourage charley wingate to address direct challenges to his evidently specious claims i 'll continue to re-post periodically until he answers them publicly indicates that he wo n't answer them stops posting to the community tells me to stop or i get totally bored i apologize for the somewhat juvenile nature of this approach but i 'm at a loss to figure out another way to crack his intransigence and seeming intellectual dishonesty this is re-post charley i ca n't help but notice that you have still failed to provide answers to substantive questions that have been raised in response to your previous posts i submit that you do n't answer them because you can not answer them without running afoul of your own logic and i once again challenge you to prove me wrong to make the task as easy for you as possible i 'll present concise re-statements of some of the questions that you have failed to answer in the hope that you may address them one at a time for all to see should you fail to answer again within a reasonable time period i will re-post this article with suitable additions and deletions at such time that i notice a post by you on another topic i will repeat this procedure until you either address the outstanding challenges or you cease to post to this newsgroup i would like to apologize in advance if you have answered any of these questions previously and your answer missed my notice if you can be kind enough to re-post or e-mail such articles i will be only too pleased to publicly rescind the challenge in question and remove it from this list now to the questions ... after claiming that all atheists fit into neat psychological patterns that you proposed then semi-retracting that claim by stating that you were n't referring to all atheists i asked you to name some atheists who you feel do n't fit your patterns to show that you indeed were not referring to all atheists that you are aware of you failed to do so please do so now question can you name any a.a posters who do not fit into your stereotype here is the context for the question this is not true for everyone on this board and you are out of line in assuming that it is you however deleted the text further along where i said that i did n't mean to imply that everybody 's experience was along the same lines whether or not you mean to make such implications you do so repeatedly allow me to approach the issue from another viewpoint can you name those atheists that you 've come across who do not fit into the patterns that you theorize you have taken umbrage to statements to the effect that `` senses and reason are all we have to go by '' and when pressed you have implied that we have an alternative called revelation i have repeatedly asked you to explain what revelation is and how one can both experience and interpret revelation without doing so via our senses and reason you failed to do so please do so now question can you explain what is revelation and how one can experience and interpret it without using senses and inherent reasoning here is the context for the question revelation is not reason and if we do have revelation then reasoning is not all we have first show me that revelation exists second if revelation is not perceived through the senses how exactly is it perceived according to my webster 's revelation is `` an act of revealing or communicating divine truth '' now tell me how such a thing can be revealed/ communicated other than via the senses tell me how you can interpret this revelation other than with reason that is using your brain to interpret what you are sensing when i say there is no way for a human being to interface with the universe other than via the senses as interpreted by reason your brain it is because this is the simple truth if you have another mechanism of interface by all means share it with us then later ... you can not escape the fact that our entire interface with the universe is our senses and our reason period again this is indefensible no it is simple truth i challenge you to show me otherwise then later ... few mystics will agree to this assertion and the common defense of redefining `` senses '' to absorb for instance mystical experiences is begs the question of whether some senses are better than others i allow you the broadest definition of senses to make things easier for you now show me that `` mystical experiences '' exist remember you are n't allowed to go by testimony of others e.g. mystics since you have dismissed my testimony as unreliable you know tainted by my own bias further once these mystical thingies are absorbed show me evidence that a human can recognize and respond to them short of interpretation via that person 's reasoning capabilities i challenge you to show me these things if you can not do so you might as well give up the fight then later ... let me reiterate you have not explained your interpretation of your experiences so it is not possible for me to have attacked them in point of fact i specifically challenged you to explain this revelation stuff that you were talking about and i note for the record that you appear to have declined my challenge what is it how is it sensed how is it interpreted and how does this sensing and interpretation occur without the conduit of our senses and reasoning abilities you have answered none of these questions that go straight to the heart of your claims if you ca n't answer them your claims are entirely specious you have stated that all claims to dispassionate analysis made by a.a posters are unverifiable and fantastical i asked you to identify one such claim that i have made you have failed to do so please do so now question have i made any claims at all that are unverifiable and fantastical if so please repeat them here is the context for the question i must thank david wood a most sensitive and intelligent if wrong posting then later ... likewise the reference to `` unverifiable fantastical claims '' represents fairly accurately my reaction to all of the claims to dispassionate analysis that are repeated in this group give me your address and i 'll be pleased to send you a dictionary failing that can you name one claim that i have made that is in any sense unverifiable or fantastical i demand that you retract this statement if you can not offer up evidence if you follow your usual pattern of ignoring the challenge then you are simply an asshole first you dismissed claims by atheists that they became atheists as a result of reason then later you stated that if one accepted the '' axioms '' of reason that one could n't help but become atheist i asked you to explain the contradiction your only response was a statement that the question was incoherent an opinion not shared by others that i have asked be they atheist or theist you have failed to answer the question please do so now question do you retract your claim that a.a posters have not become atheists as a result of reason despite their testimony to that effect if you do n't retract that claim do you retract the subsequent claim that acceptance of the axioms of reason inevitably result in atheism here is the context for the question first quote ... we have here a bunch of people who claim that their position is based on reason ... it is up to atheists to prove it to me ... then second quote ... but i do not see how one can accept these axioms and not end up with an atheistic point of view first you claimed that you would probably not answer these challenges because they contained too much in the way of `` included text '' from previous posts later you implied that you wouldn't respond because i was putting words in your mouth please clarify this seeming contradiction question do you prefer to respond to challenges that include context from your own posts or that i paraphrase your positions in order to avoid `` included text '' here is the context for the question first you said my ordinary rules are that i do n't read articles over over lines or articles in which there is nothing but included text on the first screen these are not rules of morality but practicality then later ... if someone is not going to argue with my version of my position then they can not be argued with as usual your responses are awaited with anticipation -- dave wood p.s. for the record below is a compilation of charley 's responses to these challenges to date 3/18/93 this makes no sense to me at all it gives the appearance either of utter incoherence or of answering some question of mr. wood 's imagination 3/31/93 mr wood i do not subscribe to the opinion that a gauntlet thrown down on the net requires any response whatsoever at some point i might read and respond to your article and then again i might not my ordinary rules are that i do n't read articles over over lines or articles in which there is nothing but included text on the first screen these are not rules of morality but practicality 3/31/93 i left out something else i do n't respond to ... utmost on my list of things to avoid are arguments about the arguments meta-arguments as some call them 4/3/93 when i have to start saying `` that 's not what i said '' and the response is '' did so `` there 's no reason to continue if someone is not going to argue with my version of my position then they can not be argued with subject re political atheists
1, kmr4 po.cwru.edu keith m. ryan subject re `` cruel '' was re political atheists in article 1ql8mdinn674 gap.caltech.edu keith cco.caltech.edu keith allan schneider writes this whole thread started because of a discussion about whether or not the death penalty constituted cruel punishment which is forbidden by the us constitution yes but they did n't say what they meant by `` cruel '' which is why a you have the supreme court and b it makes no sense to refer to the constitution which is quite silent on the meaning of the word `` cruel '' they spent quite a bit of time on the wording of the constitution they picked words whose meanings implied the intent we have already looked in the dictionary to define the word is n't this sufficient we only need to ask the question what did the founding fathers consider cruel and unusual punishment hanging hanging there slowing being strangled would be very painful both physically and psychologicall i imagine firing squad note not a clean way to die back in those days etc all would be considered cruel under your definition all were allowed under the constitution by the founding fathers -- `` whatever promises that have been made can than be broken. `` john laws a man without the honor to keep his given word
1, bil okcforum.osrhe.edu bill conner subject re second law was albert sabin joel hanes jjh00 diag.amdahl.com wrote mr connor 's assertion that `` more complex '' == later in paleontology is simply incorrect many lineages are known in which whole structures are lost -- for example snakes have lost their legs cave fish have lost their eyes some species have almost completely lost their males kiwis are descended from birds with functional wings joel the statements i made were illustrative of the inescapably anthrpomorphic quality of any desciption of an evolutionary process there is no way evolution can be described or explained in terms other than teleological that is my whole point even those who have reason to believe they understand evolution biologists for instance tend to personify nature and i ca n't help but wonder if it 's because of the limits of the language or the nature of nature bill
1, danb shell.portal.com dan e babcock subject re faith and dogma in article 1r1mr8 eov aurora.engr.latech.edu ray engr.latech.edu bill ray writes todd kelley tgk cs.toronto.edu wrote faith and dogma are dangerous faith and dogma are inevitable christians merely understand and admit to the fact give me your proof that no god exists or that he does whichever position you take you are forced to do it on faith it does no good to say you take no position for to show no interest in the existence of god is to assume he does not exist absolutely not true without religion either an established one or one you invent for yourself the theist and atheist are equally not interested in god because without religious revelation there is _no_ information about god available strip away the dogma and the theists/atheists are no different simply holding a different opinion on a matter of little practical importance i contend that proper implementation of the christian faith requires reasoning but that reasoning can not be used to throw out things you do n't like or find uncomfortable hedonistic sexual behavior is condemned in the bible and no act of true reason will make it any less condemned hatred murder gossip all these are condemned is there god-ordained murder in the bible you bet and if god ever orders me to kill you i will but i will first use the gideon-like behavior of verifying that god actually ordered the hit and will probably discuss it in an abram-like fashion sorry but that does n't help what test will you apply to decide whether it is god or satan with whom you are speaking how will you know that you have not simply gone insane or having delusions you are like a loaded gun i can hear you now this is how jim jones and david koresh justify their behavior delusional religious cults bear the same relationship ah you not as stupid as i assumed when the southern baptist church or the methodist church begin to do this then you have reason to blame mainstream religion for the behaviors of these people or should i associate every negative behavior i witness in any non-christian with you yes we 're all in this together each human making up a small part of the definition of humanity dan
1, keith cco.caltech.edu keith allan schneider subject re objective morality was re political atheists livesey solntze.wpd.sgi.com jon livesey writes i want to know how this omniscient being is going to perform the feat of `` definitely '' terming actions right or wrong if you were omniscient you 'd know who exactly did what and with what purpose in mind then with a particular goal in mind you sould be able to methodically judge whether or not this action was in accordance with the general goal i do n't think you 've show the existence of any objective moral system they exist but in practice they are difficult to perfectly emulate i mean you understand the concept of an objective system right i thought you were explaining it to us i certainly don't understand what you are explaining in an objective system there are known goals then actions are judged as either being compatible with these goals or not simple the problem with most systems in current practice is that the goals differ that is the goals of each society are different note that an objective system is not necessarily an inherent one the concept of innocence is dependent on whether certain actions are '' right '' or `` wrong '' and this depends on the moral system but if we have an objective system then someone can be deemed innocent or not quite easily by an omniscient person anyway i think i cleared up the recursive definition of `` murder '' because no one is complaining about it i do n't think it solves anything to speculate where we would be if we did have an objective moral system the question is still whether you can even say what one is i 've said it many many times and for what it 's worth i do n't think you cleared up anything concerning murder which part do you have a problem with what do you mean by `` harmed '' is it harm if you have to spend your existence metabolising food for another species oh most moral systems would be considered only within a species it is okay for us to enslave other animals right but not humans ... of course ideally perhaps we would n't even have to bother any other animals ... one the first point it 's wrong to enslave humans according to my persoanl moral system on the second point i 'm a vegetarian but we can enslave the animals right but just not kill them or are you a vegetarian for health reasons so are you a vegetarian no i fail to see how my personal views are relevant anyway is it wrong to eat animals in your personal moral system of course not it seems perfectly valid to kill members of other species for food it might be nice though if the other animals were not made to suffer for instance a cow in a field lives out its life just about the same way it would in the wild they seem happy enough however the veal youngsters are n't treated very well how about an `` objective '' moral system i do n't know what is the goal of this particular system there is no inherent system how about a `` natural '' moral system nope again it seems okay to kill other species for food keith
1, tgk cs.toronto.edu todd kelley subject re faith and dogma marshall csugrad.cs.vt.edu kevin marshall 1r2eba hsq csugrad.cs.vt.edu wrote i do n't necessarily disagree with your assertion but i disagree with your reasoning faith bad dogma bad religion faith dogma religion bad bad religion bad unfortunately you never state why faith and dogma are dangerous faith and dogma are dangerous because they cause people to act on faith alone which by its nature is without justification that is what i mean by the word `` faith '' belief without justification or belief with arbitrary justification or with emotional irrational justification for example when someone says that god exists that they do n't know why they believe god exists they can just feel it that 's faith dogma is bad because it precludes positive change in belief based on new information or increased mental faculty so christians are totally irrational irrational with respect to their religion only what are you saying one 's belief in a christian god does not make one totally irrational i think i know what you were getting at but i 'd rather hear you expand on the subject faith and dogma are irrational the faith and dogma part of any religion are responsible for the irrationality of the individuals i claim that faith and dogma are the quintessential part of any religion if that makes the much overused in this context buddism a philosophy rather than a religion i can live with that science is not a religion because there is no faith nor dogma a philosopher can not be a christian because a philosopher can change his mind whereas a christian can not due to the nature of faith and dogma present in any religion again this statement is too general a christian is perfectly capable of being a philosopher and absolutely capable of changing his/her mind faith in god is a belief and all beliefs may change would you assert that atheists would make poor philosophers because they are predisposed to not believe in a god which of course may show unfair bias when studying say religion have you noticed that philosophers tend to be atheists if a philosopher is not an atheist s/he tends to be called a theologian a christian tends to consider christianity sacred christianity is a special set of beliefs sanctioned by god himself and therefore to conceive of changing those beliefs is to question the existence of that being who makes no mistakes faith comes into play dogma comes into play `` the lord works in mysterious ways '' is an example of faith being used to reconcile evidence that the beliefs are flawed sure interpretations of what `` god said '' are changed to satisfy the needs of society but when god says something that 's it it was said and that 's that since god said it it is unflawed even if the interpretations are flawed science as would be practiced by atheists in contrast has a built in defence against faith and dogma a scientist holds sacred the idea that beliefs should change to suit whatever is the best information available at the time and and and a scientist understands that any current beliefs are deficient in some way the goal is to keep improving the beliefs the goal is to keep changing the beliefs to reflect the best information currently available that 's the only rational thing to do that 's good philosophy can you see the difference science views beliefs as being flawed and new information can be obtained to improve them how many scientists would claim to have complete and perfect understanding of everything none -- -it would put them out of a job religion views its beliefs as being perfect and the interpretations of those beliefs must be changed as new information is acquired which conflicts with them please explain how `` just because '' thinking kills people and please state more in your answer than `` waco '' it 's easier for someone to kill a person when s/he does n't require a good rational justification of the killing i do n't consider `` he 's jewish '' or `` he was born of jewish parents '' or `` this document says he 's jewish '' to be good rational justification by the way i was n't aware mass suicide was a problem waco and jonestown were isolated incidents mass suicides are far from common clinton and the fbi would love for you to convince them of this it would save the us taxpayer a lot of money if you could todd
1, jaeger buphy.bu.edu gregg jaeger subject re yet more rushdie re islamic law in article 1993apr10.124753.25195 bradford.ac.uk l.newnham bradford.ac.uk leonard newnham writes gregg jaeger jaeger buphy.bu.edu wrote well it seemed slightly incongruous to find the union jack flying at city hall in belfast may i ask why it 's there not because the british want it there ni is just one big expensive problem it 's there because that is what the majority of the population of ni want is there some problem with that the majority of those who can open their mouths in public perhaps there seems quite alot of incentive for the british to have control of ni like using the north channel and irish sea as a waste dump i was appalled at the dumping i saw in the harbor in belfast it is my understanding that quite alot of radioactivity enters the water -- it 'd be quite a problem if ni got its independence from britain and then stopped accepting the waste are you suggesting that british industry is n't making profit off the situation as well gregg
1, bcash crchh410.nosubdomain.nodomain brian cash subject re free moral agency in article house.734841689 helios house helios.usq.edu.au ron house writes marshall csugrad.cs.vt.edu kevin marshall writes healta saturn.wwc.edu tammy r healy writes you might think `` oh yeah then why did n't god destroy it in the bud before it got to the point it is now -- with millions through the ages suffering along in life '' the only answer i know is that satan made the claim that his way was better than god 's god is allowing satan the chance to prove that his way is better than god 's we all know what that has brought come on god is allowing the wishes of one individual to supercede the well-being of billions i seriously doubt it having read the bible twice i never got the impression that god and satan were working in some sort of cooperative arrangement read the book of job oh that was just a bet brian /-|- 
1, bobbe vice.ico.tek.com robert beauchaine subject re political atheists in article 1993apr15.150938.975 news.wesleyan.edu ssauyet eagle.wesleyan.edu scott d. sauyet writes in 1qabe7innaff gap.caltech.edu keith cco.caltech.edu writes chimpanzees fight wars over land but chimps are almost human ... keith could it be this is the last message from mr. schneider and it's more than three days old are these his final words and how many here would find that appropriate or is it just that finals got in the way no the christians were leary of having an atheist spokesman seems so clandestine and all that so they had him removed of course keith is busy explaining to his fellow captives how he is n't really being persecuted since after all they are feeding him and any resistance on his part would only be viewed as trouble making i understand he did make a bit of a fuss when they tatooed `` in god we trust '' on his forehead though / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / / /  bob beauchaine bobbe vice.ico.tek.com they said that queens could stay they blew the bronx away and sank manhattan out at sea ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
