50,0,0,0,0,1,0,1,0,1,0,0,0,1,0,5,0,4,6,31
1,78,3,4,3,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,7,72,12,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,5,58,16,3,2,1,0,0,0,0,0,0,4,0,0,0,1,0
0,3,0,10,68,5,3,0,0,0,0,0,8,0,3,0,0,0,0,0
0,10,5,0,0,80,0,2,0,0,0,0,2,0,1,0,0,0,0,0
0,6,6,2,4,1,69,2,2,0,1,0,4,3,0,0,0,0,0,0
0,0,0,0,0,0,5,89,1,0,0,0,2,0,3,0,0,0,0,0
1,0,0,0,0,1,3,15,72,0,1,0,1,3,0,0,2,0,1,0
0,0,0,0,1,1,0,0,0,86,9,0,0,0,3,0,0,0,0,0
0,3,0,0,0,0,0,0,0,1,95,0,0,0,1,0,0,0,0,0
1,2,0,1,2,3,0,0,0,0,0,86,0,2,2,0,1,0,0,0
0,5,0,5,6,3,1,8,0,0,0,0,63,1,8,0,0,0,0,0
1,2,0,0,0,1,0,0,1,0,0,0,1,88,4,0,0,0,2,0
3,4,0,0,2,1,0,0,3,0,0,2,3,3,77,0,0,0,2,0
4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,67,0,0,1,25
2,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,82,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,94,2,2
5,4,2,0,0,2,0,3,0,1,0,5,1,3,2,0,4,2,65,1
3,0,1,0,0,0,0,0,2,0,0,0,0,1,1,20,0,3,6,63
