100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,77,12,4,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,9,71,7,4,3,0,2,0,0,0,0,1,1,0,0,0,2,0
0,0,0,12,79,0,1,0,3,1,0,0,3,0,1,0,0,0,0,0
0,0,4,3,1,88,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,0,1,6,0,0,76,6,4,1,1,0,3,1,0,0,1,0,0,0
1,0,0,0,0,0,2,86,7,0,0,0,2,0,0,0,1,0,1,0
0,0,0,2,0,0,2,7,86,1,0,0,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,5,93,0,0,0,1,0,0,0,0,0,0
0,0,0,2,0,0,1,1,2,4,90,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,1,0,3,0,0,89,0,1,0,0,0,0,2,0
0,0,1,16,7,2,4,8,3,0,0,0,52,3,1,1,0,1,1,0
0,0,2,1,0,0,0,0,14,0,0,0,0,79,0,0,1,0,3,0
0,0,0,1,4,0,2,1,7,0,1,1,3,6,72,0,0,0,2,0
0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,79,0,1,0,15
0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,1,83,0,9,1
0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,95,0,0
0,0,0,1,0,0,2,2,11,1,0,0,1,1,2,3,5,2,61,8
0,0,0,0,0,0,1,0,6,0,0,0,0,1,0,9,2,1,4,76
